ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
Цk 3ПрРЉ24ТЪЦЏ,328,36,15,7,14,255,9,19,30,33,43,32,28,18,21,22,37,13,11,9,2,2,Б|,Б|,Б|
Цk 3ПрРЉ25ТЪЦЏ,366,64,26,20,18,268,16,21,15,37,42,44,31,28,14,20,34,7,15,8,1,2,1,Б|,Б|
Цk 3ПрРЉ26ТЪЦЏ,236,25,4,12,9,180,8,14,18,18,27,25,17,14,23,16,31,12,4,9,3,2,1,Б|,Б|
Цk 3ПрРЉ27ТЪЦЏ,256,26,4,9,13,138,6,7,1,11,19,18,11,17,23,25,92,19,21,26,16,8,2,Б|,Б|
Цk 3ПрРЉ28ТЪЦЏ,47,1,1,Б|,Б|,32,Б|,1,6,2,3,3,3,3,5,6,14,3,3,2,5,1,Б|,Б|,Б|
Цk 3ПрРЉ29ТЪЦЏ,187,18,7,4,7,136,3,9,15,13,19,16,17,16,8,20,33,7,7,5,7,3,3,1,Б|
Цk 3ПрРЉ30ТЪЦЏ,316,20,7,4,9,234,11,19,20,42,23,27,20,20,29,23,62,17,10,15,13,2,4,1,Б|
Цk 4ПрРЉ 6ТЪЦЏ,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk 4ПрРЉ 7ТЪЦЏ,137,5,2,Б|,3,76,4,3,10,7,9,8,7,8,12,8,56,10,16,15,12,1,1,1,Б|
Цk 4ПрРЉ11ТЪЦЏ,417,35,17,9,9,300,17,21,31,36,43,30,30,31,35,26,82,23,24,17,10,6,1,Б|,1
Цk 4ПрРЉ12ТЪЦЏ,371,20,8,8,4,283,11,18,19,23,42,46,21,28,42,33,68,20,10,15,19,2,1,1,Б|
Цk 4ПрРЉ13ТЪЦЏ,274,19,5,7,7,232,10,25,37,25,35,33,18,17,17,15,23,8,4,7,1,2,1,Б|,Б|
Цk 4ПрРЉ14ТЪЦЏ,268,21,11,5,5,208,12,28,23,31,27,25,24,14,11,13,39,16,8,7,4,2,1,1,Б|
Цk 4ПрРЉ15ТЪЦЏ,299,44,18,18,8,224,9,20,14,36,47,24,28,12,20,14,31,12,11,4,2,1,1,Б|,Б|
Цk 4ПрРЉ16ТЪЦЏ,231,26,10,9,7,129,3,7,12,15,27,13,8,11,22,11,76,16,19,20,13,6,1,1,Б|
Цk 4ПрРЉ17ТЪЦЏ,347,46,18,13,15,265,17,17,28,49,32,31,23,20,28,20,36,14,7,6,4,2,3,Б|,Б|
Цk 4ПрРЉ18ТЪЦЏ,165,13,6,6,1,142,3,12,27,25,18,10,15,15,12,5,10,4,2,2,2,Б|,Б|,Б|,Б|
Цk 4ПрРЉ19ТЪЦЏ,207,31,5,12,14,162,10,43,24,8,16,21,9,11,12,8,14,4,3,4,2,Б|,1,Б|,Б|
Цk 4ПрРЉ20ТЪЦЏ,441,66,27,18,21,319,16,20,24,34,46,53,27,40,39,20,56,21,11,9,8,6,1,Б|,Б|
Цk 4ПрРЉ21ТЪЦЏ,107,13,7,3,3,78,8,12,16,12,7,7,6,5,3,2,16,Б|,3,9,1,3,Б|,Б|,Б|
Цk 4ПрРЉ22ТЪЦЏ,131,19,3,6,10,94,6,16,10,12,12,15,10,10,2,1,18,1,10,4,3,Б|,Б|,Б|,Б|
Цk 4ПрРЉ23ТЪЦЏ,144,20,7,5,8,113,5,12,20,12,14,11,13,13,6,7,11,6,3,2,Б|,Б|,Б|,Б|,Б|
Цk 4ПрРЉ24ТЪЦЏ,506,107,36,36,35,349,16,13,23,40,72,67,42,28,34,14,50,17,13,11,7,Б|,Б|,1,1
Цk 4ПрРЉ25ТЪЦЏ,464,41,13,16,12,339,14,31,36,53,41,35,34,40,28,27,84,24,25,17,9,7,2,Б|,Б|
Цk 4ПрРЉ26ТЪЦЏ,383,30,10,14,6,272,10,21,17,35,33,37,35,45,23,16,81,19,19,15,15,8,4,1,Б|
Цk 4ПрРЉ27ТЪЦЏ,99,2,Б|,Б|,2,83,4,11,10,10,7,6,8,9,8,10,14,6,3,3,1,Б|,1,Б|,Б|
Цk 4ПрРЉ28ТЪЦЏ,120,8,2,2,4,66,3,3,4,4,8,8,6,12,11,7,46,11,8,13,7,6,1,Б|,Б|
Цk 4ПрРЉ29ТЪЦЏ,77,12,5,4,3,52,5,2,3,10,11,2,9,2,4,4,13,4,1,2,2,4,Б|,Б|,Б|
Цk 4ПрРЉ30ТЪЦЏ,173,31,8,14,9,123,12,10,4,13,17,16,16,13,11,11,19,6,8,Б|,4,1,Б|,Б|,Б|
Цk 5ПрРЉ 8ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk 5ПрРЉ 9ТЪЦЏ,159,12,5,2,5,128,3,17,16,25,12,15,11,11,10,8,19,6,3,2,3,2,3,Б|,Б|
Цk 5ПрРЉ10ТЪЦЏ,313,15,9,4,2,238,9,35,19,31,34,23,26,20,23,18,60,21,17,10,11,1,Б|,Б|,Б|
Цk 5ПрРЉ11ТЪЦЏ,78,5,4,1,Б|,72,2,7,16,13,9,7,8,2,7,1,1,Б|,Б|,Б|,1,Б|,Б|,Б|,Б|
Цk 5ПрРЉ12ТЪЦЏ,228,19,12,5,2,191,2,19,34,50,32,19,10,10,7,8,18,4,4,4,5,1,Б|,Б|,Б|
Цk 5ПрРЉ13ТЪЦЏ,162,8,3,4,1,121,4,20,12,9,10,15,10,11,18,12,33,10,11,8,2,2,Б|,Б|,Б|
Цk 5ПрРЉ14ТЪЦЏ,50,2,Б|,Б|,2,40,1,7,7,7,1,1,3,5,7,1,8,1,Б|,2,4,1,Б|,Б|,Б|
Цk 5ПрРЉ15ТЪЦЏ,451,37,10,13,14,303,21,28,38,31,22,31,29,34,36,33,111,34,25,14,29,7,2,Б|,Б|
Цk 5ПрРЉ16ТЪЦЏ,272,26,14,9,3,214,11,19,42,47,34,12,22,13,9,5,32,11,9,6,1,4,1,Б|,Б|
Цk 5ПрРЉ17ТЪЦЏ,119,8,2,1,5,97,6,8,12,15,10,12,7,7,9,11,14,4,2,3,2,3,Б|,Б|,Б|
Цk 5ПрРЉ18ТЪЦЏ,244,17,5,8,4,198,7,29,35,28,28,20,14,10,15,12,29,8,10,8,2,1,Б|,Б|,Б|
Цk 5ПрРЉ19ТЪЦЏ,279,14,8,2,4,230,5,22,45,35,30,26,17,12,15,23,35,12,12,8,2,1,Б|,Б|,Б|
Цk 5ПрРЉ20ТЪЦЏ,287,25,14,4,7,228,9,22,37,37,27,25,22,14,14,21,34,16,7,2,3,4,2,Б|,Б|
Цk 5ПрРЉ21ТЪЦЏ,123,6,2,3,1,91,6,6,8,4,12,13,7,10,13,12,26,6,6,6,5,2,1,Б|,Б|
Цk 5ПрРЉ22ТЪЦЏ,120,9,5,2,2,100,1,12,18,22,15,10,9,5,2,6,11,3,2,2,2,Б|,2,Б|,Б|
Цk 5ПрРЉ23ТЪЦЏ,508,90,26,33,31,383,17,25,30,46,51,77,46,33,35,23,35,11,10,7,6,1,Б|,Б|,Б|
Цk 5ПрРЉ24ТЪЦЏ,296,42,19,18,5,221,3,18,35,43,40,21,19,11,25,6,33,10,12,4,6,1,Б|,Б|,Б|
Цk 5ПрРЉ25ТЪЦЏ,209,18,4,8,6,162,9,25,29,24,20,15,11,9,7,13,29,7,6,7,4,3,1,Б|,1
Цk 5ПрРЉ26ТЪЦЏ,30,Б|,Б|,Б|,Б|,22,Б|,2,3,5,5,1,Б|,2,4,Б|,8,1,2,2,1,2,Б|,Б|,Б|
Цk 5ПрРЉ27ТЪЦЏ,227,27,12,7,8,189,9,6,10,43,35,30,21,19,10,6,11,5,1,2,2,1,Б|,Б|,Б|
Цk 5ПрРЉ28ТЪЦЏ,31,Б|,Б|,Б|,Б|,20,1,1,3,2,3,4,2,2,2,Б|,11,4,5,1,Б|,1,Б|,Б|,Б|
Цk 5ПрРЉ29ТЪЦЏ,333,23,9,6,8,189,10,8,12,21,26,23,22,12,23,32,121,30,25,28,19,12,5,2,Б|
Цk 6ПрРЉ10ТЪЦЏ,230,19,13,4,2,195,8,31,33,29,35,19,16,11,7,6,16,4,3,4,3,2,Б|,Б|,Б|
Цk 6ПрРЉ11ТЪЦЏ,274,30,6,12,12,212,7,38,35,35,30,20,14,14,9,10,32,13,7,2,5,5,Б|,Б|,Б|
Цk 6ПрРЉ12ТЪЦЏ,273,41,26,8,7,197,4,6,19,32,44,25,12,9,19,27,35,12,8,5,4,3,2,1,Б|
Цk 6ПрРЉ13ТЪЦЏ,122,3,3,Б|,Б|,113,2,23,19,20,15,15,3,3,9,4,6,1,1,1,1,1,1,Б|,Б|
Цk 6ПрРЉ14ТЪЦЏ,216,36,18,14,4,153,5,16,24,20,25,18,11,11,11,12,27,15,5,4,1,Б|,1,1,Б|
Цk 6ПрРЉ15ТЪЦЏ,56,Б|,Б|,Б|,Б|,40,Б|,3,7,11,7,3,1,1,2,5,16,7,3,3,1,2,Б|,Б|,Б|
Цk 6ПрРЉ16ТЪЦЏ,478,52,16,22,14,340,13,35,55,39,48,49,28,26,15,32,86,17,32,24,7,5,1,Б|,Б|
Цk 6ПрРЉ17ТЪЦЏ,35,1,Б|,Б|,1,23,1,1,2,1,1,1,2,Б|,9,5,11,2,3,2,4,Б|,Б|,Б|,Б|
Цk 6ПрРЉ18ТЪЦЏ,97,8,5,2,1,67,3,9,6,7,11,5,7,4,10,5,22,6,6,4,5,Б|,1,Б|,Б|
Цk 6ПрРЉ19ТЪЦЏ,149,18,8,3,7,118,8,18,19,27,11,15,4,6,8,2,13,3,2,5,2,1,Б|,Б|,Б|
Цk 6ПрРЉ20ТЪЦЏ,197,12,5,4,3,171,8,22,43,38,21,17,9,6,7,Б|,14,3,4,3,3,1,Б|,Б|,Б|
Цk 6ПрРЉ21ТЪЦЏ,134,8,2,1,5,92,6,14,13,11,10,7,6,12,7,6,34,5,9,9,4,5,2,Б|,Б|
Цk 6ПрРЉ22ТЪЦЏ,226,15,3,4,8,153,16,14,12,7,14,15,23,20,14,18,58,21,13,13,7,3,1,Б|,Б|
Цk 6ПрРЉ23ТЪЦЏ,183,16,3,4,9,137,8,20,14,16,11,17,13,16,7,15,30,7,5,4,8,3,3,Б|,Б|
Цk 6ПрРЉ24ТЪЦЏ,318,35,9,13,13,253,12,30,21,29,36,32,32,28,26,7,30,7,8,9,5,1,Б|,Б|,Б|
Цk 6ПрРЉ25ТЪЦЏ,572,36,13,11,12,440,23,57,79,64,41,44,36,31,30,35,96,27,17,25,18,6,3,Б|,Б|
Цk 6ПрРЉ26ТЪЦЏ,476,18,4,7,7,403,10,51,51,52,65,43,39,34,28,30,55,14,13,17,5,5,1,Б|,Б|
Цk 6ПрРЉ27ТЪЦЏ,356,39,15,14,10,245,16,16,15,22,20,37,32,32,33,22,72,23,16,15,12,5,Б|,1,Б|
Цk 6ПрРЉ28ТЪЦЏ,463,58,22,13,23,293,13,10,22,28,32,33,51,28,47,29,112,51,26,21,7,7,Б|,Б|,Б|
Цk 7ПрРЉ11ТЪЦЏ,97,9,4,3,2,74,1,7,12,8,14,8,6,7,4,7,14,4,3,3,1,2,1,Б|,Б|
Цk 7ПрРЉ12ТЪЦЏ,433,35,14,14,7,278,34,11,32,28,23,23,28,37,26,36,120,22,24,32,21,13,7,1,Б|
Цk 7ПрРЉ13ТЪЦЏ,137,22,14,7,1,101,5,4,8,12,24,9,11,11,8,9,14,4,5,3,1,Б|,Б|,Б|,1
Цk 7ПрРЉ14ТЪЦЏ,379,22,9,7,6,246,14,22,24,24,16,21,24,28,39,34,111,28,26,29,20,5,2,1,Б|
Цk 7ПрРЉ15ТЪЦЏ,257,32,15,12,5,151,8,8,14,19,23,16,7,16,19,21,74,22,16,18,10,7,1,Б|,Б|
Цk 7ПрРЉ16ТЪЦЏ,524,69,14,34,21,381,27,33,33,30,34,54,62,38,48,22,74,23,22,12,9,6,2,Б|,Б|
Цk 7ПрРЉ17ТЪЦЏ,124,10,4,3,3,85,5,9,17,15,8,5,3,9,5,9,29,8,5,7,5,4,Б|,Б|,Б|
Цk 7ПрРЉ18ТЪЦЏ,68,6,Б|,Б|,6,46,3,9,6,3,1,5,3,6,6,4,16,2,3,3,4,1,3,Б|,Б|
Цk 7ПрРЉ19ТЪЦЏ,147,11,4,3,4,123,1,14,31,28,23,5,4,4,6,7,13,4,6,3,Б|,Б|,Б|,Б|,Б|
Цk 7ПрРЉ20ТЪЦЏ,97,8,4,3,1,82,2,6,12,19,13,15,6,6,3,Б|,7,1,Б|,3,1,2,Б|,Б|,Б|
Цk 7ПрРЉ21ТЪЦЏ,193,22,12,8,2,157,3,15,34,37,21,14,7,2,13,11,14,2,4,1,5,2,Б|,Б|,Б|
Цk 7ПрРЉ22ТЪЦЏ,213,29,8,11,10,162,5,14,14,18,30,27,18,7,12,17,22,5,4,4,4,4,1,Б|,Б|
Цk 7ПрРЉ23ТЪЦЏ,239,53,7,16,30,166,13,10,6,14,16,38,30,24,8,7,20,6,6,6,1,1,Б|,Б|,Б|
Цk 7ПрРЉ24ТЪЦЏ,286,29,10,11,8,224,13,31,28,26,23,23,17,26,21,16,33,11,8,9,3,1,1,Б|,Б|
Цk 7ПрРЉ25ТЪЦЏ,384,71,32,25,14,273,7,14,18,30,60,47,25,27,25,20,40,11,12,10,4,2,1,Б|,Б|
Цk 7ПрРЉ26ТЪЦЏ,236,15,5,6,4,141,4,12,15,19,25,15,14,8,16,13,80,27,25,13,10,5,Б|,Б|,Б|
Цk 7ПрРЉ27ТЪЦЏ,126,9,3,4,2,92,2,5,8,12,15,6,11,13,15,5,25,4,6,6,7,2,Б|,Б|,Б|
Цk 8ПрРЉ12ТЪЦЏ,146,31,10,14,7,87,1,7,7,2,23,23,4,7,6,7,28,10,7,8,2,1,Б|,Б|,Б|
Цk 8ПрРЉ13ТЪЦЏ,120,17,7,5,5,94,3,4,4,21,14,14,6,6,12,10,9,2,2,3,1,1,Б|,Б|,Б|
Цk 8ПрРЉ15ТЪЦЏ,310,29,15,5,9,196,9,10,18,21,26,10,18,25,29,30,85,25,26,18,12,2,2,Б|,Б|
Цk 8ПрРЉ16ТЪЦЏ,271,19,5,5,9,154,11,15,13,7,17,11,9,28,27,16,98,23,34,20,10,7,2,2,Б|
Цk 8ПрРЉ18ТЪЦЏ,96,4,1,2,1,89,Б|,27,35,8,3,3,2,2,4,5,3,1,Б|,Б|,2,Б|,Б|,Б|,Б|
Цk 8ПрРЉ19ТЪЦЏ,123,6,4,1,1,101,7,13,21,18,10,10,6,6,4,6,16,2,2,6,5,1,Б|,Б|,Б|
Цk 8ПрРЉ20ТЪЦЏ,77,2,Б|,Б|,2,64,2,22,14,5,2,5,2,2,5,5,11,3,2,Б|,2,3,1,Б|,Б|
Цk 8ПрРЉ21ТЪЦЏ,167,18,7,6,5,99,1,6,7,8,16,8,15,12,17,9,50,10,14,11,11,2,1,1,Б|
Цk 8ПрРЉ22ТЪЦЏ,278,56,16,17,23,195,17,14,6,10,28,34,30,27,15,14,27,9,8,4,6,Б|,Б|,Б|,Б|
Цk 8ПрРЉ23ТЪЦЏ,99,5,2,3,Б|,81,7,9,13,14,10,5,3,4,7,9,13,3,3,5,Б|,1,1,Б|,Б|
Цk 8ПрРЉ24ТЪЦЏ,185,18,6,6,6,131,9,7,20,16,11,11,14,16,12,15,36,14,8,3,4,4,3,Б|,Б|
Цk 8ПрРЉ25ТЪЦЏ,56,7,Б|,6,1,38,1,7,8,3,6,5,2,1,1,4,11,4,3,2,1,1,Б|,Б|,Б|
Цk 8ПрРЉ26ТЪЦЏ,165,10,3,4,3,114,4,11,14,12,14,9,13,11,10,16,41,16,15,4,3,1,1,1,Б|
Цk 9ПрРЉ16ТЪЦЏ,556,83,24,21,38,374,33,21,17,30,40,45,48,41,42,57,99,28,34,18,8,8,1,1,1
Цk 9ПрРЉ17ТЪЦЏ,377,48,16,18,14,236,12,6,14,19,27,24,31,25,37,41,93,34,28,19,8,3,Б|,1,Б|
Цk 9ПрРЉ18ТЪЦЏ,160,27,15,10,2,121,2,7,21,21,31,12,4,8,5,10,12,2,3,2,3,2,Б|,Б|,Б|
Цk 9ПрРЉ19ТЪЦЏ,145,18,10,6,2,109,3,22,23,15,15,11,6,3,7,4,18,6,1,6,4,Б|,Б|,1,Б|
Цk 9ПрРЉ20ТЪЦЏ,286,60,20,20,20,206,18,11,12,30,35,31,23,25,10,11,20,7,5,3,4,Б|,1,Б|,Б|
Цk 9ПрРЉ21ТЪЦЏ,161,18,4,7,7,126,12,10,10,12,10,15,21,10,18,8,17,7,Б|,4,3,2,Б|,1,Б|
Цk 9ПрРЉ22ТЪЦЏ,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk 9ПрРЉ23ТЪЦЏ,255,41,14,13,14,155,6,12,11,21,20,28,14,13,16,14,59,14,11,16,13,3,1,1,Б|
Цk 9ПрРЉ24ТЪЦЏ,523,74,15,28,31,396,35,27,30,27,43,60,65,39,32,38,53,17,7,17,8,3,1,Б|,Б|
Цk10ПрРЉ14ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk10ПрРЉ15ТЪЦЏ,237,14,1,4,9,151,5,7,12,10,20,13,19,20,24,21,72,29,20,16,5,1,1,Б|,Б|
Цk10ПрРЉ16ТЪЦЏ,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk10ПрРЉ17ТЪЦЏ,22,8,4,3,1,12,Б|,1,3,5,1,Б|,1,Б|,1,Б|,2,1,Б|,Б|,1,Б|,Б|,Б|,Б|
Цk10ПрРЉ18ТЪЦЏ,294,49,11,16,22,213,10,24,17,11,29,36,24,25,19,18,32,11,11,4,4,2,Б|,Б|,Б|
Цk10ПрРЉ19ТЪЦЏ,50,2,Б|,2,Б|,41,1,4,6,12,5,6,1,1,3,2,7,2,1,Б|,3,Б|,1,Б|,Б|
Цk10ПрРЉ20ТЪЦЏ,53,1,1,Б|,Б|,42,1,6,5,7,4,2,1,8,6,2,10,2,1,5,1,Б|,Б|,1,Б|
Цk10ПрРЉ21ТЪЦЏ,65,1,1,Б|,Б|,56,3,17,7,16,6,1,2,1,2,1,8,Б|,4,1,2,1,Б|,Б|,Б|
Цk10ПрРЉ22ТЪЦЏ,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk10ПрРЉ24ТЪЦЏ,258,57,28,19,10,185,4,4,8,31,49,38,18,5,16,12,16,6,5,2,2,1,Б|,Б|,Б|
Цk11ПрРЉ13ТЪЦЏ,24,Б|,Б|,Б|,Б|,24,Б|,17,5,2,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Цk11ПрРЉ14ТЪЦЏ,608,88,24,38,26,411,22,18,22,35,43,50,52,42,68,59,109,36,25,21,11,9,4,2,1
Цk11ПрРЉ15ТЪЦЏ,58,8,5,1,2,43,1,6,8,7,4,7,Б|,1,7,2,7,2,1,1,2,1,Б|,Б|,Б|
Цk11ПрРЉ17ТЪЦЏ,184,30,8,13,9,134,4,6,13,17,27,23,12,12,12,8,20,7,6,4,3,Б|,Б|,Б|,Б|
Цk11ПрРЉ18ТЪЦЏ,513,125,79,33,13,388,15,28,86,114,46,16,40,32,9,2,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|,Б|
Цk11ПрРЉ20ТЪЦЏ,31,Б|,Б|,Б|,Б|,27,2,6,3,3,4,4,2,Б|,1,2,4,3,1,Б|,Б|,Б|,Б|,Б|,Б|
Цk11ПрРЉ21ТЪЦЏ,48,11,6,3,2,26,Б|,2,4,5,4,Б|,3,3,4,1,11,4,4,2,Б|,1,Б|,Б|,Б|
Цk11ПрРЉ22ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk11ПрРЉ23ТЪЦЏ,117,17,6,7,4,89,10,8,3,6,2,15,17,13,8,7,11,2,1,4,4,Б|,Б|,Б|,Б|
Цk11ПрРЉ24ТЪЦЏ,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk12ПрРЉ15ТЪЦЏ,316,29,14,7,8,232,5,13,34,51,24,24,17,14,24,26,55,21,10,13,7,4,Б|,Б|,Б|
Цk12ПрРЉ16ТЪЦЏ,115,2,Б|,2,Б|,92,Б|,25,20,14,1,7,9,1,9,6,21,3,4,7,2,3,2,Б|,Б|
Цk12ПрРЉ17ТЪЦЏ,359,40,6,19,15,262,20,28,7,16,22,41,36,34,31,27,57,22,19,5,3,6,1,1,Б|
Цk12ПрРЉ18ТЪЦЏ,155,33,17,8,8,119,7,10,24,24,15,7,14,6,10,2,3,Б|,Б|,Б|,2,1,Б|,Б|,Б|
Цk12ПрРЉ23ТЪЦЏ,96,7,2,1,4,53,5,4,2,4,7,5,4,2,10,10,36,5,11,11,5,3,1,Б|,Б|
Цk13ПрРЉ15ТЪЦЏ,399,25,8,11,6,268,13,43,32,34,37,17,19,19,29,25,106,34,20,19,11,9,11,1,1
Цk13ПрРЉ16ТЪЦЏ,267,31,10,10,11,206,9,20,37,42,29,26,19,11,4,9,30,5,13,6,5,Б|,1,Б|,Б|
Цk13ПрРЉ17ТЪЦЏ,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk13ПрРЉ19ТЪЦЏ,6,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk14ПрРЉ15ТЪЦЏ,580,43,15,15,13,381,28,82,44,43,33,27,31,18,44,31,156,28,31,38,35,18,5,1,Б|
Цk14ПрРЉ18ТЪЦЏ,67,8,6,2,Б|,45,2,7,8,3,2,7,4,3,5,4,14,2,3,3,4,1,1,Б|,Б|
Цk15ПрРЉ15ТЪЦЏ,285,21,7,3,11,197,13,35,34,18,16,17,14,14,22,14,67,20,12,8,10,6,7,3,1
Цk16ПрРЉ15ТЪЦЏ,124,8,6,2,Б|,87,2,13,19,9,10,5,8,3,12,6,29,12,9,Б|,5,3,Б|,Б|,Б|
Цk16ПрРЉ16ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Цk16ПрРЉ21ТЪЦЏ,45,6,4,2,Б|,31,1,5,2,2,4,5,4,6,2,Б|,8,2,2,1,2,1,Б|,Б|,Б|
Цk17ПрРЉ15ТЪЦЏ,150,17,4,8,5,96,6,11,4,13,6,12,8,14,14,8,37,8,9,9,4,6,1,Б|,Б|
Цk18ПрРЉ15ТЪЦЏ,131,15,5,5,5,97,4,17,9,8,15,11,13,7,8,5,19,4,1,7,3,3,1,Б|,Б|
Цk20ПрРЉ15ТЪЦЏ,198,8,1,5,2,114,9,9,5,11,10,11,15,15,10,19,76,16,17,23,10,6,3,1,Б|
Цk21ПрРЉ15ТЪЦЏ,426,54,12,17,25,303,42,20,12,16,28,44,44,23,43,31,69,18,18,14,12,5,1,1,Б|
Цk22ПрРЉ15ТЪЦЏ,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Л{ГPЛuБiФ‘ТnБj,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Л{ВћРXБiФ‘ТnБj,96,17,5,3,9,47,3,3,7,6,4,5,5,7,5,2,32,2,2,3,8,12,5,Б|,Б|
Ф’Мk,219,8,3,Б|,5,166,8,11,9,30,28,19,12,13,19,17,45,13,11,10,6,2,3,Б|,Б|
Л{ВћРX 1Пр 1ТЪЦЏ,92,31,15,11,5,54,1,1,3,10,14,15,2,2,3,3,7,2,4,Б|,1,Б|,Б|,Б|,Б|
Л{ВћРX 1Пр 2ТЪЦЏ,89,18,6,6,6,66,2,5,4,6,21,10,5,4,6,3,5,Б|,2,1,1,Б|,Б|,1,Б|
Л{ВћРX 1Пр 3ТЪЦЏ,202,32,12,9,11,134,4,9,10,14,21,31,19,10,8,8,36,13,13,6,3,1,Б|,Б|,Б|
Л{ВћРX 1Пр 4ТЪЦЏ,140,4,Б|,4,Б|,103,2,15,22,18,11,8,4,11,7,5,33,8,10,8,3,3,1,Б|,Б|
Л{ВћРX 1Пр 5ТЪЦЏ,90,5,1,2,2,65,2,6,3,4,12,10,7,5,11,5,20,8,2,5,2,1,2,Б|,Б|
Л{ВћРX 1Пр 6ТЪЦЏ,518,57,13,18,26,348,21,27,31,34,33,40,42,28,53,39,113,26,26,31,15,11,3,1,Б|
Л{ВћРX 1Пр 7ТЪЦЏ,215,35,16,7,12,144,7,12,11,21,18,19,15,16,12,13,36,8,7,15,4,1,Б|,Б|,1
Л{ВћРX 1Пр 8ТЪЦЏ,266,25,12,4,9,199,18,7,11,13,26,30,30,17,21,26,42,11,9,13,4,2,1,2,Б|
Л{ВћРX 1Пр 9ТЪЦЏ,328,31,7,13,11,231,22,21,28,18,31,34,29,20,11,17,66,13,16,18,11,6,2,Б|,Б|
Л{ВћРX 1Пр10ТЪЦЏ,668,72,32,16,24,466,29,30,43,53,55,44,56,52,61,43,130,34,21,22,28,13,10,1,1
Л{ВћРX 1Пр11ТЪЦЏ,199,26,9,9,8,126,11,7,7,11,18,14,15,8,11,24,47,12,13,6,6,6,3,1,Б|
Л{ВћРX 1Пр12ТЪЦЏ,153,20,4,8,8,90,8,6,5,6,10,9,14,11,10,11,43,9,10,8,7,7,2,Б|,Б|
Л{ВћРX 1Пр13ТЪЦЏ,185,22,8,6,8,132,12,12,2,12,15,11,13,16,14,25,31,9,7,3,7,2,1,2,Б|
Л{ВћРX 1Пр14ТЪЦЏ,111,12,2,6,4,64,5,4,8,6,13,8,5,6,5,4,35,9,6,10,4,1,3,Б|,2
Л{ВћРX 1Пр15ТЪЦЏ,303,48,11,20,17,197,23,9,17,12,24,22,41,19,15,15,58,14,18,9,11,4,Б|,1,1
Л{ВћРX 1Пр16ТЪЦЏ,477,61,14,25,22,322,22,27,23,24,31,34,33,32,55,41,94,35,24,13,11,6,4,1,Б|
Л{ВћРX 1Пр17ТЪЦЏ,122,12,3,6,3,60,7,4,3,3,6,8,12,5,4,8,50,10,9,10,5,7,7,Б|,2
Л{ВћРX 1Пр18ТЪЦЏ,105,13,2,3,8,63,4,3,5,1,13,9,6,6,12,4,29,5,7,13,3,1,Б|,Б|,Б|
Л{ВћРX 2Пр 1ТЪЦЏ,115,21,6,10,5,80,7,10,2,7,16,9,16,6,2,5,14,4,2,1,4,2,1,Б|,Б|
Л{ВћРX 2Пр 2ТЪЦЏ,285,32,12,10,10,182,13,7,16,14,23,8,20,27,27,27,71,20,17,11,12,5,4,2,Б|
Л{ВћРX 2Пр 3ТЪЦЏ,376,49,11,18,20,283,14,26,39,25,26,25,33,33,45,17,44,10,9,8,14,2,1,Б|,Б|
Л{ВћРX 2Пр 4ТЪЦЏ,425,38,12,13,13,311,10,37,46,47,32,36,27,26,31,19,76,16,23,19,10,4,3,1,Б|
Л{ВћРX 2Пр 5ТЪЦЏ,401,57,22,18,17,281,17,13,23,32,54,45,31,24,19,23,63,18,13,16,10,4,2,Б|,Б|
