ТnЦЉ,РlМы,ФNП≠РlМы,0Б` 4Нќ,5Б` 9,10Б`14,РґОYФNЧо  Рl    Мы,15Б`19Нќ,20Б`24,25Б`29,30Б`34,35Б`39,40Б`44,45Б`49,50Б`54,55Б`59,60Б`64,ШVФNРlМы,65Б`69Нќ,70Б`74,75Б`79,80Б`84,85Б`89,90Б`94,95Б`99,100Нќ  И»Пг
РVЛ’ОЧ 4Пр15ТЪЦЏ,214,29,6,13,10,149,10,15,11,9,16,14,12,20,16,26,36,13,9,8,3,1,1,1,Б|
РVЛ’ОЧ 4Пр16ТЪЦЏ,223,20,7,6,7,165,12,16,16,16,9,10,13,12,37,24,38,13,10,6,6,3,Б|,Б|,Б|
РVЛ’ОЧ 4Пр17ТЪЦЏ,116,24,6,8,10,82,6,10,7,11,9,8,10,11,10,Б|,10,4,3,2,Б|,1,Б|,Б|,Б|
РVЛ’ОЧ 5Пр 1ТЪЦЏ,359,36,12,8,16,257,16,25,26,31,28,34,28,29,19,21,66,13,30,8,10,2,2,1,Б|
РVЛ’ОЧ 5Пр 2ТЪЦЏ,"1,458",277,81,105,91,"1,011",85,64,52,109,131,143,135,110,108,74,170,53,42,44,16,9,5,1,Б|
РVЛ’ОЧ 5Пр 3ТЪЦЏ,140,29,3,11,15,97,11,10,5,8,11,15,7,10,13,7,14,6,3,3,1,Б|,Б|,1,Б|
РVЛ’ОЧ 5Пр 4ТЪЦЏ,215,37,10,14,13,148,9,11,13,18,9,14,14,15,30,15,30,5,4,8,8,4,1,Б|,Б|
РVЛ’ОЧ 5Пр 5ТЪЦЏ,267,24,10,7,7,193,23,21,16,21,17,7,22,24,26,16,50,14,14,11,5,3,2,1,Б|
РVЛ’ОЧ 5Пр 6ТЪЦЏ,161,17,7,5,5,109,9,9,12,9,10,16,7,12,8,17,35,16,10,5,3,1,Б|,Б|,Б|
РVЛ’ОЧ 5Пр 7ТЪЦЏ,254,26,9,10,7,169,13,12,20,17,10,9,22,23,25,18,59,21,12,8,16,1,1,Б|,Б|
РVЛ’ОЧ 5Пр 8ТЪЦЏ,363,39,8,17,14,237,20,13,15,23,33,32,19,17,33,32,87,21,34,13,13,4,2,Б|,Б|
РVЛ’ОЧ 5Пр 9ТЪЦЏ,270,20,8,4,8,195,14,19,23,15,14,13,19,18,31,29,55,12,17,11,8,3,4,Б|,Б|
РVЛ’ОЧ 5Пр10ТЪЦЏ,192,23,5,6,12,115,5,12,8,18,4,9,11,13,22,13,54,11,18,10,9,5,1,Б|,Б|
РVЛ’ОЧ 5Пр11ТЪЦЏ,212,33,7,8,18,157,20,13,11,6,15,18,23,21,21,9,22,3,3,8,5,2,1,Б|,Б|
РVЛ’ОЧ 5Пр12ТЪЦЏ,469,80,23,26,31,286,15,20,39,35,33,27,22,30,39,26,103,36,23,14,13,10,5,2,Б|
РVЛ’ОЧ 5Пр13ТЪЦЏ,367,51,18,15,18,230,17,16,28,25,25,27,21,20,30,21,86,34,14,18,12,3,4,1,Б|
РVЛ’ОЧ 5Пр14ТЪЦЏ,331,32,11,11,10,224,11,19,22,26,14,15,20,31,31,35,75,21,19,15,6,11,1,2,Б|
РVЛ’ОЧ 5Пр15ТЪЦЏ,340,36,7,16,13,229,16,20,13,25,17,18,19,34,42,25,75,15,14,16,16,8,5,1,Б|
РVЛ’ОЧ 5Пр16ТЪЦЏ,306,27,8,7,12,218,12,11,25,21,17,11,14,28,36,43,61,20,19,11,8,1,1,1,Б|
РVЛ’ОЧ 5Пр17ТЪЦЏ,557,99,16,39,44,418,36,27,19,15,52,85,70,47,39,28,40,13,9,9,5,2,1,1,Б|
РVЛ’ОЧ 6Пр 1ТЪЦЏ,491,26,9,6,11,393,25,23,44,43,43,36,36,43,46,54,72,28,15,15,7,5,Б|,2,Б|
РVЛ’ОЧ 6Пр 2ТЪЦЏ,281,27,8,9,10,188,17,19,17,23,21,12,14,26,23,16,66,22,14,13,7,6,4,Б|,Б|
РVЛ’ОЧ 6Пр 3ТЪЦЏ,156,20,3,9,8,90,10,8,2,10,9,12,7,15,6,11,46,18,16,4,4,3,1,Б|,Б|
РVЛ’ОЧ 6Пр 4ТЪЦЏ,175,21,14,2,5,120,9,11,15,20,11,4,16,11,16,7,34,7,13,7,7,Б|,Б|,Б|,Б|
РVЛ’ОЧ 6Пр 5ТЪЦЏ,341,38,11,16,11,228,15,21,15,26,18,18,16,41,30,28,75,19,16,21,8,7,2,1,1
РVЛ’ОЧ 6Пр 6ТЪЦЏ,350,45,13,17,15,227,10,17,28,34,22,22,15,23,28,28,78,28,19,17,9,2,3,Б|,Б|
РVЛ’ОЧ 6Пр 7ТЪЦЏ,342,42,12,16,14,237,24,20,20,26,15,17,29,29,31,26,63,18,17,13,9,2,2,2,Б|
РVЛ’ОЧ 6Пр 8ТЪЦЏ,355,38,9,13,16,251,19,21,27,26,17,13,19,34,37,38,66,19,24,9,10,2,2,Б|,Б|
РVЛ’ОЧ 6Пр 9ТЪЦЏ,349,45,17,11,17,216,17,15,23,23,15,21,21,21,38,22,88,22,23,20,13,8,2,Б|,Б|
РVЛ’ОЧ 6Пр10ТЪЦЏ,263,28,7,11,10,189,24,13,11,19,12,18,23,29,26,14,46,5,14,14,6,5,2,Б|,Б|
РVЛ’ОЧ 6Пр11ТЪЦЏ,443,37,8,13,16,285,21,33,17,27,18,21,21,42,45,40,121,32,21,18,32,16,2,Б|,Б|
РVЛ’ОЧ 6Пр12ТЪЦЏ,367,68,21,28,19,237,16,19,31,32,24,23,13,29,28,22,62,17,17,12,12,2,1,1,Б|
РVЛ’ОЧ 6Пр13ТЪЦЏ,386,48,17,16,15,265,22,25,35,35,21,23,31,25,27,21,73,20,15,17,13,5,2,1,Б|
РVЛ’ОЧ 6Пр14ТЪЦЏ,420,56,13,16,27,268,22,23,24,27,31,13,37,40,28,23,96,24,23,20,14,9,6,Б|,Б|
РVЛ’ОЧ 6Пр15ТЪЦЏ,388,44,18,11,15,247,16,31,24,24,21,14,24,33,41,19,97,23,28,17,14,10,5,Б|,Б|
РVЛ’ОЧ 6Пр16ТЪЦЏ,408,44,12,18,14,280,22,21,23,33,28,28,17,23,37,48,84,27,20,14,13,6,4,Б|,Б|
РVЛ’ОЧ 6Пр17ТЪЦЏ,396,89,31,31,27,279,19,18,35,40,37,39,23,26,24,18,28,9,12,5,2,Б|,Б|,Б|,Б|
РVЛ’ОЧ 7Пр 1ТЪЦЏ,506,50,13,21,16,380,24,27,38,41,39,43,33,31,66,38,76,24,14,17,13,5,2,1,Б|
РVЛ’ОЧ 7Пр 2ТЪЦЏ,761,85,20,36,29,552,39,68,55,65,59,53,60,64,60,29,124,43,37,23,8,9,4,Б|,Б|
РVЛ’ОЧ 7Пр 3ТЪЦЏ,95,12,3,6,3,68,6,6,5,5,11,5,5,9,7,9,15,5,3,3,1,3,Б|,Б|,Б|
РVЛ’ОЧ 7Пр 4ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
РVЛ’ОЧ 7Пр 5ТЪЦЏ,265,30,8,9,13,162,13,13,13,20,16,15,13,20,23,16,73,19,20,16,12,3,3,Б|,Б|
РVЛ’ОЧ 7Пр 6ТЪЦЏ,243,28,6,7,15,162,10,26,12,17,17,14,15,15,20,16,53,17,14,8,5,8,1,Б|,Б|
РVЛ’ОЧ 7Пр 7ТЪЦЏ,185,16,3,4,9,119,7,14,15,9,8,9,17,12,16,12,50,14,15,13,5,2,1,Б|,Б|
РVЛ’ОЧ 7Пр 8ТЪЦЏ,212,28,10,8,10,133,9,7,17,20,11,11,10,17,17,14,51,13,17,9,9,3,Б|,Б|,Б|
РVЛ’ОЧ 7Пр 9ТЪЦЏ,324,36,12,15,9,205,8,15,17,20,32,30,17,17,31,18,83,22,33,9,11,4,3,1,Б|
РVЛ’ОЧ 7Пр10ТЪЦЏ,177,21,9,5,7,119,8,14,20,14,13,9,6,18,9,8,37,11,19,4,2,Б|,1,Б|,Б|
РVЛ’ОЧ 7Пр11ТЪЦЏ,376,52,14,16,22,256,15,21,21,20,30,26,26,31,39,27,68,17,26,10,11,1,3,Б|,Б|
РVЛ’ОЧ 7Пр12ТЪЦЏ,304,25,3,11,11,177,13,4,19,15,17,15,18,19,34,23,102,26,31,27,11,4,2,Б|,1
РVЛ’ОЧ 7Пр13ТЪЦЏ,419,60,17,17,26,284,21,28,29,25,28,23,19,38,40,33,75,20,17,18,12,5,3,Б|,Б|
РVЛ’ОЧ 7Пр14ТЪЦЏ,387,56,21,19,16,243,16,15,25,25,32,26,31,25,23,25,88,17,22,25,15,4,4,1,Б|
РVЛ’ОЧ 7Пр15ТЪЦЏ,459,43,14,14,15,296,19,23,27,28,23,22,17,45,49,43,120,37,29,25,18,8,2,1,Б|
РVЛ’ОЧ 7Пр16ТЪЦЏ,396,43,16,13,14,289,14,27,29,24,41,30,22,38,34,30,64,20,12,13,10,7,2,Б|,Б|
РVЛ’ОЧ 7Пр17ТЪЦЏ,87,15,Б|,4,11,68,10,4,5,3,4,10,9,6,12,5,4,1,1,Б|,1,Б|,1,Б|,Б|
РVЛ’ОЧ 8Пр 1ТЪЦЏ,569,45,21,15,9,469,12,72,79,74,53,42,20,35,49,33,55,28,12,5,5,5,Б|,Б|,Б|
РVЛ’ОЧ 8Пр 2ТЪЦЏ,385,30,11,9,10,246,12,18,25,35,18,12,9,39,46,32,109,31,25,30,14,4,5,Б|,Б|
РVЛ’ОЧ 8Пр 3ТЪЦЏ,69,11,2,4,5,43,2,Б|,5,5,7,5,5,4,6,4,15,4,4,2,1,2,1,1,Б|
РVЛ’ОЧ 8Пр 4ТЪЦЏ,251,22,3,9,10,181,22,17,14,25,16,22,22,15,16,12,48,12,18,10,4,3,1,Б|,Б|
РVЛ’ОЧ 8Пр 5ТЪЦЏ,263,24,4,8,12,174,14,14,16,21,10,16,14,23,29,17,65,25,15,9,7,3,5,1,Б|
РVЛ’ОЧ 8Пр 6ТЪЦЏ,279,26,8,10,8,209,23,23,16,12,27,19,26,25,23,15,44,14,11,7,7,4,1,Б|,Б|
РVЛ’ОЧ 8Пр 7ТЪЦЏ,284,36,14,15,7,180,9,13,18,27,18,16,15,24,21,19,68,18,22,12,8,5,1,2,Б|
РVЛ’ОЧ 8Пр 8ТЪЦЏ,219,27,6,9,12,140,4,12,11,18,9,14,15,18,22,17,52,15,16,9,7,3,2,Б|,Б|
РVЛ’ОЧ 8Пр 9ТЪЦЏ,302,45,8,21,16,205,16,10,8,31,19,16,22,24,34,25,52,18,15,9,5,4,1,Б|,Б|
РVЛ’ОЧ 8Пр10ТЪЦЏ,47,4,3,1,Б|,33,2,6,2,2,2,1,3,10,4,1,10,1,2,4,2,Б|,1,Б|,Б|
РVЛ’ОЧ 8Пр11ТЪЦЏ,246,20,5,6,9,181,19,15,24,12,10,11,24,25,22,19,45,11,12,14,5,3,Б|,Б|,Б|
РVЛ’ОЧ 8Пр12ТЪЦЏ,487,56,17,21,18,318,18,30,37,38,22,27,25,45,42,34,113,32,35,18,16,10,2,Б|,Б|
РVЛ’ОЧ 8Пр13ТЪЦЏ,323,42,10,12,20,211,17,16,17,35,13,19,23,23,30,18,70,23,17,15,9,5,1,Б|,Б|
РVЛ’ОЧ 8Пр14ТЪЦЏ,228,26,17,2,7,143,11,6,12,20,12,11,16,22,15,18,59,21,14,11,10,2,1,Б|,Б|
РVЛ’ОЧ 8Пр15ТЪЦЏ,446,59,23,21,15,306,10,26,36,38,30,26,17,46,40,37,81,26,22,24,4,5,Б|,Б|,Б|
РVЛ’ОЧ 8Пр16ТЪЦЏ,199,35,10,13,12,144,8,10,17,22,16,9,5,17,29,11,20,5,5,3,2,4,Б|,1,Б|
РVЛ’ОЧ 9Пр 1ТЪЦЏ,319,42,10,17,15,220,9,23,26,26,27,24,20,24,22,19,57,19,12,12,8,5,1,Б|,Б|
РVЛ’ОЧ 9Пр 2ТЪЦЏ,848,70,24,20,26,606,40,48,36,61,44,42,68,72,111,84,172,56,39,39,24,9,5,Б|,Б|
РVЛ’ОЧ 9Пр 3ТЪЦЏ,271,33,14,10,9,177,10,15,18,25,20,11,16,20,24,18,61,13,19,14,7,4,2,2,Б|
РVЛ’ОЧ 9Пр 4ТЪЦЏ,293,45,12,13,20,200,16,19,21,18,22,27,19,20,22,16,48,17,14,12,2,3,Б|,Б|,Б|
РVЛ’ОЧ 9Пр 5ТЪЦЏ,179,22,9,6,7,126,7,8,8,19,13,11,5,14,24,17,31,12,6,7,3,1,1,1,Б|
РVЛ’ОЧ 9Пр 6ТЪЦЏ,258,24,12,8,4,168,14,13,9,30,16,13,18,18,22,15,66,17,16,13,11,5,2,2,Б|
РVЛ’ОЧ 9Пр 7ТЪЦЏ,330,45,11,17,17,223,12,13,26,24,20,20,22,26,32,28,62,11,20,14,9,7,1,Б|,Б|
РVЛ’ОЧ 9Пр 8ТЪЦЏ,302,49,17,14,18,180,10,12,11,27,19,16,14,17,26,28,73,23,15,15,8,7,5,Б|,Б|
РVЛ’ОЧ 9Пр 9ТЪЦЏ,343,55,19,19,17,224,15,16,23,30,26,18,18,23,30,25,64,23,20,9,6,4,1,1,Б|
РVЛ’ОЧ 9Пр10ТЪЦЏ,290,34,17,10,7,191,14,17,11,19,18,13,22,27,29,21,65,14,26,11,5,7,2,Б|,Б|
РVЛ’ОЧ 9Пр11ТЪЦЏ,451,51,18,19,14,290,11,22,28,36,25,23,20,38,39,48,110,34,28,24,7,10,5,2,Б|
РVЛ’ОЧ 9Пр12ТЪЦЏ,480,41,14,11,16,315,28,38,20,24,19,26,21,47,51,41,124,34,32,26,15,14,Б|,3,Б|
РVЛ’ОЧ 9Пр13ТЪЦЏ,381,32,7,11,14,262,27,27,34,19,16,15,33,28,38,25,87,25,22,21,10,7,2,Б|,Б|
РVЛ’ОЧ 9Пр14ТЪЦЏ,444,48,9,19,20,289,27,23,20,23,36,27,27,43,33,30,107,31,28,14,16,10,6,2,Б|
РVЛ’ОЧ 9Пр15ТЪЦЏ,336,33,12,11,10,224,20,22,18,21,16,18,12,29,36,32,79,20,23,14,9,9,3,1,Б|
РVЛ’ОЧ 9Пр16ТЪЦЏ,468,50,13,18,19,343,28,34,26,32,35,18,35,47,52,36,75,30,11,15,9,7,2,1,Б|
РVЛ’ОЧ10Пр 1ТЪЦЏ,427,46,23,9,14,317,21,34,34,49,43,40,36,29,12,19,64,15,22,11,11,3,2,Б|,Б|
РVЛ’ОЧ10Пр 2ТЪЦЏ,130,11,4,3,4,106,9,17,19,11,6,9,6,17,12,Б|,13,3,5,3,2,Б|,Б|,Б|,Б|
РVЛ’ОЧ10Пр 3ТЪЦЏ,317,47,30,11,6,216,5,21,28,57,33,12,5,15,23,17,54,13,11,12,5,8,4,1,Б|
РVЛ’ОЧ10Пр 4ТЪЦЏ,300,28,10,8,10,209,13,23,20,34,15,14,20,18,29,23,63,13,16,12,11,7,3,Б|,1
РVЛ’ОЧ10Пр 5ТЪЦЏ,380,56,15,8,33,260,30,27,22,22,20,22,38,34,29,16,64,20,18,8,10,5,3,Б|,Б|
РVЛ’ОЧ10Пр 6ТЪЦЏ,356,45,11,21,13,253,19,20,33,28,25,22,24,26,29,27,58,19,13,19,6,1,Б|,Б|,Б|
РVЛ’ОЧ10Пр 7ТЪЦЏ,342,30,15,5,10,232,22,18,15,23,22,31,13,31,27,30,80,28,17,16,12,3,3,1,Б|
РVЛ’ОЧ10Пр 8ТЪЦЏ,340,37,12,9,16,246,30,25,26,25,13,20,26,24,30,27,57,20,10,7,12,7,1,Б|,Б|
РVЛ’ОЧ10Пр 9ТЪЦЏ,303,14,5,4,5,220,15,24,22,20,13,7,16,29,35,39,69,27,16,12,3,8,3,Б|,Б|
РVЛ’ОЧ10Пр10ТЪЦЏ,71,10,4,3,3,43,1,5,5,9,2,5,4,3,6,3,18,6,7,2,3,Б|,Б|,Б|,Б|
РVЛ’ОЧ10Пр11ТЪЦЏ,341,46,19,8,19,232,16,19,21,30,18,24,11,32,35,26,63,27,11,18,6,1,Б|,Б|,Б|
РVЛ’ОЧ10Пр12ТЪЦЏ,421,38,15,12,11,271,14,27,22,24,26,12,21,29,47,49,112,43,24,20,16,5,3,1,Б|
РVЛ’ОЧ10Пр13ТЪЦЏ,463,54,12,22,20,310,24,25,27,33,27,22,27,39,52,34,99,34,27,22,11,4,1,Б|,Б|
РVЛ’ОЧ10Пр14ТЪЦЏ,517,63,14,27,22,338,29,33,27,26,30,23,40,46,45,39,116,30,21,35,15,10,4,1,Б|
РVЛ’ОЧ10Пр15ТЪЦЏ,447,57,16,21,20,285,19,23,27,25,21,27,30,45,38,30,105,35,24,21,14,5,6,Б|,Б|
РVЛ’ОЧ10Пр16ТЪЦЏ,485,48,12,17,19,331,24,25,35,24,17,35,35,37,58,41,106,29,36,20,13,6,2,Б|,Б|
РVЛ’ОЧ10Пр17ТЪЦЏ,189,24,9,5,10,148,27,16,10,6,6,22,20,19,17,5,17,8,2,4,1,1,Б|,1,Б|
РVЛ’ОЧ11Пр 1ТЪЦЏ,423,43,8,12,23,269,23,21,20,23,15,27,33,42,40,25,111,29,28,29,10,10,5,Б|,Б|
РVЛ’ОЧ11Пр 2ТЪЦЏ,269,39,11,13,15,211,16,12,26,27,24,31,20,15,29,11,19,3,2,4,4,6,Б|,Б|,Б|
РVЛ’ОЧ11Пр 3ТЪЦЏ,261,38,17,10,11,159,7,10,21,14,27,22,3,19,15,21,64,18,18,12,7,5,4,Б|,Б|
РVЛ’ОЧ11Пр 4ТЪЦЏ,255,15,6,3,6,173,15,16,21,15,10,15,13,27,25,16,67,19,29,11,5,2,1,Б|,Б|
РVЛ’ОЧ11Пр 5ТЪЦЏ,85,23,9,12,2,56,3,6,6,17,12,1,1,4,Б|,6,6,3,1,1,Б|,Б|,1,Б|,Б|
РVЛ’ОЧ11Пр 6ТЪЦЏ,95,5,2,1,2,58,3,5,8,4,3,6,1,10,10,8,32,10,13,5,3,1,Б|,Б|,Б|
РVЛ’ОЧ11Пр 7ТЪЦЏ,245,44,10,16,18,150,10,6,15,26,21,19,8,15,14,16,51,21,11,10,8,Б|,1,Б|,Б|
РVЛ’ОЧ11Пр 8ТЪЦЏ,297,33,12,10,11,194,10,21,21,17,20,20,18,26,18,23,70,19,19,17,9,2,4,Б|,Б|
РVЛ’ОЧ11Пр 9ТЪЦЏ,274,16,5,4,7,197,19,24,21,20,14,9,27,26,24,13,61,19,15,14,9,1,2,1,Б|
РVЛ’ОЧ11Пр10ТЪЦЏ,343,43,6,20,17,236,24,23,18,15,19,31,31,25,24,26,64,16,25,9,7,6,1,Б|,Б|
РVЛ’ОЧ11Пр11ТЪЦЏ,399,34,6,14,14,255,14,14,32,29,15,18,17,36,44,36,110,27,21,23,20,12,6,1,Б|
РVЛ’ОЧ11Пр12ТЪЦЏ,350,38,14,10,14,233,13,14,29,24,26,20,23,19,35,30,79,20,18,18,13,5,5,Б|,Б|
РVЛ’ОЧ11Пр13ТЪЦЏ,533,81,21,30,30,371,25,16,30,50,43,32,26,27,62,60,81,32,19,14,12,3,1,Б|,Б|
РVЛ’ОЧ11Пр14ТЪЦЏ,400,58,21,23,14,273,22,32,18,29,25,20,28,38,32,29,69,22,19,14,8,4,2,Б|,Б|
РVЛ’ОЧ11Пр15ТЪЦЏ,248,25,4,8,13,162,7,14,25,12,16,12,6,15,30,25,61,23,9,14,6,4,5,Б|,Б|
РVЛ’ОЧ11Пр16ТЪЦЏ,470,55,18,23,14,324,27,26,34,41,17,20,27,38,63,31,91,30,20,15,18,6,2,Б|,Б|
РVЛ’ОЧ11Пр17ТЪЦЏ,280,45,7,15,23,209,21,16,13,14,13,21,37,30,26,18,26,6,8,8,1,Б|,2,1,Б|
РVЛ’ОЧ12Пр 1ТЪЦЏ,340,39,22,9,8,255,12,24,38,47,33,15,19,20,24,23,46,16,14,4,6,3,2,1,Б|
РVЛ’ОЧ12Пр 2ТЪЦЏ,123,12,5,5,2,78,8,4,6,14,5,10,9,6,7,9,33,7,10,7,3,2,3,1,Б|
РVЛ’ОЧ12Пр 3ТЪЦЏ,274,32,11,12,9,169,16,11,15,18,16,20,18,19,21,15,73,20,23,8,12,8,2,Б|,Б|
РVЛ’ОЧ12Пр 4ТЪЦЏ,249,36,14,8,14,171,10,10,18,20,18,19,8,20,31,17,42,6,16,10,4,3,2,1,Б|
РVЛ’ОЧ12Пр 5ТЪЦЏ,218,35,15,12,8,134,14,8,16,17,10,10,15,16,18,10,49,20,16,8,3,1,1,Б|,Б|
РVЛ’ОЧ12Пр 6ТЪЦЏ,225,18,7,5,6,144,3,17,13,19,12,10,6,9,31,24,63,13,18,14,11,6,Б|,1,Б|
РVЛ’ОЧ12Пр 7ТЪЦЏ,277,40,17,12,11,195,9,11,17,33,29,15,8,20,29,24,42,20,6,6,7,2,1,Б|,Б|
РVЛ’ОЧ12Пр 8ТЪЦЏ,314,41,15,11,15,203,24,16,24,24,20,20,18,19,17,21,70,28,18,15,8,1,Б|,Б|,Б|
РVЛ’ОЧ12Пр 9ТЪЦЏ,334,33,14,10,9,243,13,28,32,28,26,19,20,30,23,24,58,17,15,14,3,8,1,Б|,Б|
РVЛ’ОЧ12Пр10ТЪЦЏ,227,40,13,18,9,148,9,9,15,21,13,17,12,12,19,21,39,14,12,6,2,3,1,1,Б|
РVЛ’ОЧ12Пр11ТЪЦЏ,465,53,16,14,23,307,29,26,29,32,38,25,25,33,38,32,105,27,27,23,13,11,3,1,Б|
РVЛ’ОЧ12Пр12ТЪЦЏ,382,42,16,12,14,239,17,21,22,20,21,20,28,22,37,31,101,25,26,20,18,7,3,1,1
РVЛ’ОЧ12Пр13ТЪЦЏ,364,28,12,4,12,251,14,29,26,25,8,11,19,37,51,31,85,23,18,21,8,12,1,2,Б|
РVЛ’ОЧ12Пр14ТЪЦЏ,445,44,13,16,15,306,26,22,30,29,20,25,14,41,54,45,95,26,31,18,9,4,6,1,Б|
РVЛ’ОЧ12Пр15ТЪЦЏ,371,35,5,15,15,269,25,32,17,25,21,16,35,38,25,35,67,20,21,15,8,2,Б|,Б|,1
РVЛ’ОЧ12Пр16ТЪЦЏ,531,71,14,27,30,372,25,42,25,38,30,33,27,59,49,44,88,27,19,21,12,6,3,Б|,Б|
РVЛ’ОЧ12Пр17ТЪЦЏ,191,25,5,7,13,138,17,12,6,9,7,11,24,19,20,13,28,11,3,8,1,2,2,1,Б|
РVЛ’ОЧТђ,34,Б|,Б|,Б|,Б|,20,Б|,2,1,3,1,Б|,2,4,3,4,14,1,4,6,1,1,Б|,1,Б|
У‘Уc 1Пр 1ТЪЦЏ,311,47,21,11,15,210,15,13,25,39,20,18,21,18,17,24,54,20,15,6,5,5,3,Б|,Б|
У‘Уc 1Пр 2ТЪЦЏ,300,38,8,14,16,210,26,19,16,13,22,34,21,24,19,16,52,22,15,8,6,1,Б|,Б|,Б|
У‘Уc 2Пр 1ТЪЦЏ,514,69,30,23,16,350,19,34,32,45,38,37,20,45,45,35,95,34,30,15,11,2,2,1,Б|
У‘Уc 2Пр 2ТЪЦЏ,475,42,20,9,13,279,21,20,23,31,28,22,32,32,36,34,154,37,46,39,16,14,1,1,Б|
У‘Уc 2Пр 3ТЪЦЏ,512,48,8,12,28,319,27,20,18,37,27,29,29,36,49,47,145,50,39,34,12,6,3,1,Б|
У‘Уc 2Пр 4ТЪЦЏ,321,26,2,9,15,195,13,9,14,18,22,19,18,15,33,34,100,31,30,17,10,6,3,3,Б|
У‘Уc 2Пр 5ТЪЦЏ,360,45,16,10,19,264,23,28,21,33,20,23,25,37,26,28,51,11,17,14,7,2,Б|,Б|,Б|
У‘Уc 3Пр 1ТЪЦЏ,312,32,20,7,5,205,18,15,44,28,20,11,13,20,22,14,75,21,25,15,10,2,2,Б|,Б|
У‘Уc 3Пр 2ТЪЦЏ,502,73,34,24,15,305,20,23,27,35,48,26,25,30,34,37,124,39,35,26,10,10,3,1,Б|
У‘Уc 3Пр 3ТЪЦЏ,366,40,9,15,16,230,21,26,22,25,18,15,19,37,21,26,96,36,16,21,11,9,2,1,Б|
У‘Уc 3Пр 4ТЪЦЏ,470,62,28,16,18,309,19,25,43,49,29,22,26,32,35,29,99,24,29,24,14,6,2,Б|,Б|
У‘Уc 3Пр 5ТЪЦЏ,513,46,15,17,14,302,15,27,35,30,25,13,15,47,56,39,165,48,36,41,20,15,4,1,Б|
У‘Уc 3Пр 6ТЪЦЏ,537,68,22,21,25,346,23,20,42,53,37,37,17,24,46,47,123,49,28,15,19,9,2,1,Б|
У‘Уc 3Пр 7ТЪЦЏ,339,28,5,11,12,216,11,22,15,18,17,12,21,30,42,28,95,28,30,15,10,8,4,Б|,Б|
У‘Уc 3Пр 8ТЪЦЏ,134,14,6,3,5,87,7,9,6,10,11,3,10,5,12,14,33,10,11,8,2,Б|,Б|,2,Б|
У‘Уc 4Пр 1ТЪЦЏ,493,60,22,15,23,317,22,20,40,36,30,26,36,28,42,37,116,40,35,20,9,8,4,Б|,Б|
У‘Уc 4Пр 2ТЪЦЏ,455,62,12,18,32,267,26,32,18,15,16,33,31,40,26,30,126,37,31,26,16,10,6,Б|,Б|
У‘Уc 4Пр 3ТЪЦЏ,556,47,9,14,24,337,38,24,27,17,33,31,27,48,45,47,172,44,50,44,19,7,5,2,1
У‘Уc 4Пр 4ТЪЦЏ,568,71,20,29,22,359,27,29,36,40,36,27,24,45,58,37,138,43,35,19,24,15,2,Б|,Б|
У‘Уc 4Пр 5ТЪЦЏ,523,56,20,15,21,332,18,19,35,42,35,21,31,37,52,42,135,44,39,29,12,5,5,1,Б|
У‘Уc 4Пр 6ТЪЦЏ,396,40,13,13,14,256,17,25,23,16,25,27,27,30,32,34,100,29,37,12,11,5,6,Б|,Б|
У‘Уc 4Пр 7ТЪЦЏ,521,59,10,26,23,359,18,26,44,38,31,24,18,46,57,57,103,30,22,23,20,7,1,Б|,Б|
У‘Уc 4Пр 8ТЪЦЏ,557,78,24,21,33,381,19,37,52,41,27,36,36,45,47,41,98,31,29,13,11,9,4,1,Б|
У‘Уc 4Пр 9ТЪЦЏ,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
У‘Уc 5Пр 1ТЪЦЏ,396,50,17,16,17,274,14,13,36,32,17,17,20,37,49,39,72,19,15,14,15,4,4,1,Б|
У‘Уc 5Пр 2ТЪЦЏ,729,96,34,27,35,504,34,33,58,60,44,41,36,59,77,62,129,39,31,24,12,16,4,3,Б|
У‘Уc 5Пр 3ТЪЦЏ,521,73,26,29,18,342,23,29,32,32,29,32,33,38,48,46,106,42,22,19,10,10,3,Б|,Б|
У‘Уc 5Пр 4ТЪЦЏ,252,40,17,15,8,179,17,11,18,20,27,14,15,12,26,19,33,12,11,7,3,Б|,Б|,Б|,Б|
У‘Уc 5Пр 5ТЪЦЏ,316,27,11,7,9,228,16,17,14,31,16,15,20,29,35,35,61,27,16,10,3,4,1,Б|,Б|
У‘Уc 5Пр 6ТЪЦЏ,481,46,7,22,17,355,26,26,31,48,23,19,25,34,66,57,80,26,19,16,10,7,2,Б|,Б|
У‘Уc 5Пр 7ТЪЦЏ,343,37,9,15,13,223,19,16,21,21,12,22,13,32,29,38,83,31,25,14,8,2,2,1,Б|
У‘Уc 5Пр 8ТЪЦЏ,593,93,24,29,40,383,28,34,37,49,29,44,37,44,51,30,117,36,34,20,19,7,1,Б|,Б|
У‘Уc 5Пр 9ТЪЦЏ,492,67,24,16,27,341,23,36,46,21,32,24,28,39,53,39,84,24,28,12,11,5,3,1,Б|
У‘Уc 5Пр10ТЪЦЏ,457,46,10,12,24,323,26,22,30,34,31,22,23,33,53,49,88,31,18,19,12,7,1,Б|,Б|
